Date,Surface_Type,Surface_Condition,Pothole_Density,Slope_Angle_Degrees,Traffic_Density,Flood_Level_m,Access_Status,Dust_Level_PPM,Ground_Vibration_mm_s,Road_Temperature_C,Rainfall_mm,Soil_Moisture_%,Maintenance_Activity,Accident_Count,Road_Condition_Status
2026-04-07 21:00:00,Asphalt,Slippery,3.29,5.38,24.7,0.06,Safe,319.58,3.02,51.91,10.16,29.4,None,0,Severely Damaged
2026-04-07 22:00:00,Asphalt,Wet,3.62,8.05,44.4,1.4,Closed,407.43,19.95,31.42,16.87,33.6,None,0,Operational
2026-04-07 23:00:00,Mud,Slippery,9.83,18.16,49.61,1.93,Safe,493.5,29.77,42.39,40.3,45.4,None,0,Operational
2026-04-08 00:00:00,Gravel,Dry,12.03,14.82,56.02,0.1,Safe,349.91,14.4,32.82,4.5,53.4,None,0,Operational
2026-04-08 01:00:00,Asphalt,Dry,4.05,23.76,27.86,0.27,Safe,111.07,0.27,25.63,30.13,32.4,None,1,Closed
2026-04-08 02:00:00,Gravel,Wet,1.36,19.29,63.88,1.42,Safe,24.89,18.78,45.11,10.48,19.2,Recently Completed,0,Operational
2026-04-08 03:00:00,Asphalt,Slippery,10.81,9.75,81.36,1.86,Closed,103.91,22.9,49.18,19.85,17.7,None,0,Operational
2026-04-08 04:00:00,Gravel,Wet,12.28,6.72,14.55,1.84,Closed,353.57,9.81,36.66,20.04,24.4,Recently Completed,0,Operational
2026-04-08 05:00:00,Asphalt,Wet,10.97,23.87,95.56,1.58,Safe,134.59,17.5,55.32,25.22,52.8,Ongoing,0,Operational
2026-04-08 06:00:00,Soil,Wet,1.04,11.72,23.58,1.26,Safe,279.43,4.24,43.2,3.01,26.1,None,0,Operational
2026-04-08 07:00:00,Asphalt,Dry,5.82,5.85,86.4,0.82,Safe,148.73,16.38,49.62,21.48,33.9,None,0,Severely Damaged
2026-04-08 08:00:00,Asphalt,Wet,8.29,13.28,48.73,1.4,Safe,159.95,24.01,33.05,19.81,43.9,Ongoing,0,Operational
2026-04-08 09:00:00,Asphalt,Dry,6.42,23.7,6.24,0.72,Closed,148.66,23.86,46.67,19.7,6.3,None,0,Severely Damaged
2026-04-08 10:00:00,Asphalt,Wet,1.57,21.52,62.84,0.15,Safe,467.15,25.95,29.68,21.61,45.5,None,0,Operational
2026-04-08 11:00:00,Asphalt,Dry,7.46,1.91,22.87,0.52,Safe,54.08,19.31,44.78,47.23,22.5,Ongoing,0,Operational
2026-04-08 12:00:00,Soil,Slippery,6.36,11.34,89.23,0.4,Safe,152.59,3.92,55.36,13.86,37.7,None,0,Severely Damaged
2026-04-08 13:00:00,Asphalt,Dry,5.79,13.97,30.48,0.49,Safe,381.02,2.81,49.74,11.3,40.6,None,0,Closed
2026-04-08 14:00:00,Asphalt,Dry,7.02,23.39,14.83,1.33,Safe,354.25,2.51,59.98,21.67,35.5,None,0,Operational
2026-04-08 15:00:00,Asphalt,Wet,4.58,24.07,26.47,0.77,Safe,480.19,20.34,52.51,14.9,29.1,Ongoing,1,Operational
2026-04-08 16:00:00,Mud,Dry,9.47,9.57,43.4,1.06,Safe,38.39,1.08,56.37,8.49,48.8,None,0,Operational
2026-04-08 17:00:00,Soil,Slippery,9.62,9.03,46.05,0.4,Safe,106.95,27.52,41.78,24.39,41.8,None,1,Operational
2026-04-08 18:00:00,Asphalt,Dry,0.99,3.86,55.08,1.38,Safe,416.6,12.21,47.61,0.13,46.0,None,0,Operational
2026-04-08 19:00:00,Gravel,Wet,5.86,8.31,81.43,0.06,Safe,434.64,9.88,40.77,13.21,50.3,None,0,Operational
2026-04-08 20:00:00,Asphalt,Dry,13.88,22.15,30.82,1.66,Safe,256.7,5.36,54.24,20.22,18.8,Ongoing,0,Operational
2026-04-08 21:00:00,Gravel,Wet,11.17,24.32,71.68,0.85,Safe,318.96,28.88,40.74,45.35,22.8,None,0,Severely Damaged
2026-04-08 22:00:00,Gravel,Slippery,3.48,4.15,63.0,1.21,Safe,233.3,4.03,38.83,40.8,15.3,Ongoing,0,Operational
2026-04-08 23:00:00,Gravel,Dry,1.25,22.76,53.45,0.53,Under Repair,361.65,13.23,42.75,29.67,46.0,Ongoing,0,Operational
2026-04-09 00:00:00,Mud,Wet,4.96,7.61,10.12,1.64,Safe,80.79,9.28,36.09,5.83,24.1,None,0,Operational
2026-04-09 01:00:00,Asphalt,Wet,8.98,13.25,99.32,0.01,Under Repair,39.27,26.78,26.24,8.78,22.4,None,0,Operational
2026-04-09 02:00:00,Soil,Slippery,7.52,10.64,81.13,0.91,Safe,259.82,29.26,41.64,40.02,27.9,None,0,Operational
2026-04-09 03:00:00,Asphalt,Dry,11.2,19.95,21.37,0.76,Safe,48.37,24.44,35.83,28.39,6.2,None,0,Operational
2026-04-09 04:00:00,Asphalt,Dry,2.99,20.63,37.28,1.17,Safe,93.33,24.06,44.68,40.57,34.9,Ongoing,0,Operational
2026-04-09 05:00:00,Soil,Dry,13.69,8.61,40.92,1.58,Under Repair,490.97,22.07,59.84,24.91,41.3,None,0,Severely Damaged
2026-04-09 06:00:00,Gravel,Wet,14.8,21.77,97.91,1.11,Safe,410.36,18.27,28.03,15.07,22.1,None,0,Severely Damaged
2026-04-09 07:00:00,Gravel,Dry,0.38,11.7,11.24,1.56,Safe,391.19,26.65,43.58,11.62,43.4,None,0,Operational
2026-04-09 08:00:00,Soil,Dry,1.62,0.9,65.43,1.54,Safe,278.92,5.95,43.62,36.75,42.1,None,0,Operational
2026-04-09 09:00:00,Asphalt,Dry,5.02,21.53,46.23,0.29,Safe,483.14,26.96,48.85,12.49,59.3,None,0,Operational
2026-04-09 10:00:00,Asphalt,Dry,9.64,14.58,66.32,0.17,Safe,364.68,28.22,42.63,44.56,20.3,Ongoing,1,Operational
2026-04-09 11:00:00,Asphalt,Wet,7.63,14.94,30.14,0.77,Safe,275.04,16.93,52.37,24.73,24.0,None,0,Severely Damaged
2026-04-09 12:00:00,Gravel,Dry,4.89,5.17,52.39,0.24,Safe,468.6,6.8,38.44,14.25,56.9,None,0,Severely Damaged
2026-04-09 13:00:00,Asphalt,Wet,4.14,5.07,88.77,0.2,Closed,336.87,7.65,31.12,13.69,45.5,None,0,Severely Damaged
2026-04-09 14:00:00,Asphalt,Dry,10.76,19.28,96.65,1.73,Under Repair,490.23,2.84,34.29,29.94,29.7,Ongoing,0,Operational
2026-04-09 15:00:00,Asphalt,Slippery,10.8,13.63,66.95,0.78,Under Repair,428.72,25.68,28.53,12.71,36.1,Ongoing,0,Operational
2026-04-09 16:00:00,Asphalt,Slippery,8.72,20.23,40.52,0.45,Under Repair,10.57,1.17,33.78,35.62,53.3,None,0,Operational
2026-04-09 17:00:00,Soil,Dry,14.18,3.57,92.26,0.25,Under Repair,433.93,2.2,46.17,20.5,47.5,None,0,Operational
2026-04-09 18:00:00,Soil,Wet,9.19,9.71,30.02,0.84,Safe,289.23,14.26,50.29,22.79,40.5,None,0,Operational
2026-04-09 19:00:00,Soil,Dry,13.05,16.0,35.34,0.33,Closed,203.13,10.67,29.53,48.22,26.8,None,1,Operational
2026-04-09 20:00:00,Asphalt,Dry,4.02,15.59,87.6,0.84,Safe,273.04,20.42,36.38,45.89,8.9,None,0,Operational
2026-04-09 21:00:00,Soil,Wet,4.16,12.14,82.58,1.47,Safe,237.74,19.31,46.01,16.59,43.7,Ongoing,0,Operational
2026-04-09 22:00:00,Asphalt,Wet,3.74,8.63,57.08,0.84,Safe,111.47,13.72,48.25,8.73,22.8,None,0,Operational
2026-04-09 23:00:00,Mud,Wet,3.4,11.0,15.12,0.84,Safe,482.63,17.72,26.42,9.27,48.5,None,0,Operational
2026-04-10 00:00:00,Asphalt,Dry,10.31,17.68,9.46,1.63,Safe,308.59,18.86,41.45,38.06,29.6,None,0,Operational
2026-04-10 01:00:00,Asphalt,Dry,3.45,2.42,81.38,1.81,Safe,419.56,24.43,44.2,38.12,23.4,None,0,Severely Damaged
2026-04-10 02:00:00,Asphalt,Dry,13.42,14.62,90.5,1.87,Safe,390.19,14.35,33.43,45.56,53.3,Ongoing,0,Operational
2026-04-10 03:00:00,Gravel,Dry,13.23,8.9,98.29,0.0,Under Repair,31.74,16.86,32.06,35.81,12.0,None,0,Severely Damaged
2026-04-10 04:00:00,Soil,Dry,13.21,7.31,89.64,1.63,Safe,300.37,22.88,31.11,28.57,30.6,Recently Completed,1,Severely Damaged
2026-04-10 05:00:00,Gravel,Dry,5.11,12.05,91.26,0.07,Safe,119.55,19.1,30.55,7.07,36.9,Ongoing,0,Operational
2026-04-10 06:00:00,Asphalt,Wet,14.31,2.08,63.77,0.28,Safe,349.44,25.28,55.64,32.56,26.0,None,0,Operational
2026-04-10 07:00:00,Asphalt,Dry,12.09,7.98,19.38,0.76,Safe,424.25,11.56,36.27,1.51,20.4,None,0,Operational
2026-04-10 08:00:00,Gravel,Wet,2.08,18.08,90.33,0.15,Safe,413.42,28.76,39.79,45.78,10.1,None,0,Operational
2026-04-10 09:00:00,Gravel,Wet,8.26,22.2,5.02,0.37,Safe,143.75,13.16,49.76,18.38,6.4,Ongoing,0,Operational
2026-04-10 10:00:00,Soil,Dry,3.65,4.7,50.25,0.7,Safe,13.38,8.5,53.66,33.61,58.1,None,0,Severely Damaged
2026-04-10 11:00:00,Asphalt,Slippery,12.89,2.01,50.69,0.66,Safe,61.98,24.52,51.55,38.18,26.6,None,0,Operational
2026-04-10 12:00:00,Gravel,Dry,6.9,9.09,79.28,0.24,Safe,235.67,16.66,27.33,12.93,16.0,Ongoing,0,Operational
2026-04-10 13:00:00,Soil,Slippery,8.72,2.43,66.11,1.34,Safe,299.2,21.24,41.2,36.92,51.5,None,0,Operational
2026-04-10 14:00:00,Asphalt,Dry,13.35,7.75,44.47,0.52,Under Repair,184.85,23.55,49.13,45.81,9.5,None,0,Operational
2026-04-10 15:00:00,Soil,Dry,11.98,19.33,19.89,1.88,Safe,86.16,7.69,54.74,38.24,5.0,None,0,Operational
2026-04-10 16:00:00,Asphalt,Slippery,6.78,4.84,39.93,1.33,Under Repair,94.05,28.35,55.6,1.9,23.9,None,1,Operational
2026-04-10 17:00:00,Asphalt,Dry,8.61,16.74,13.94,0.81,Safe,220.21,14.83,52.42,4.14,17.1,None,0,Operational
2026-04-10 18:00:00,Soil,Wet,9.55,24.6,59.14,0.14,Safe,240.75,1.32,52.56,16.07,10.1,Ongoing,1,Operational
2026-04-10 19:00:00,Asphalt,Slippery,0.03,7.87,43.66,1.75,Safe,150.4,15.33,35.79,36.88,37.2,None,0,Operational
2026-04-10 20:00:00,Soil,Wet,2.77,13.64,15.29,0.84,Under Repair,95.07,3.1,30.78,49.17,13.8,None,0,Closed
2026-04-10 21:00:00,Asphalt,Dry,4.14,15.51,27.1,0.45,Safe,399.34,0.35,25.59,40.47,29.0,None,0,Operational
2026-04-10 22:00:00,Gravel,Dry,6.29,17.94,59.89,1.55,Safe,320.79,15.57,27.1,13.31,53.1,None,1,Operational
2026-04-10 23:00:00,Soil,Dry,12.29,2.7,50.14,1.22,Safe,403.84,23.2,56.46,13.46,48.5,None,0,Operational
2026-04-11 00:00:00,Asphalt,Dry,12.82,1.66,50.92,1.9,Closed,114.98,25.68,52.4,27.9,51.2,None,1,Operational
2026-04-11 01:00:00,Soil,Wet,10.91,10.56,19.32,1.33,Safe,40.77,2.65,49.02,34.77,44.6,Recently Completed,0,Severely Damaged
2026-04-11 02:00:00,Asphalt,Slippery,13.18,3.06,87.49,0.19,Safe,340.14,5.88,32.04,14.7,38.0,Ongoing,0,Operational
2026-04-11 03:00:00,Mud,Dry,4.35,4.42,62.31,0.69,Under Repair,348.28,6.13,51.35,26.94,22.4,None,0,Closed
2026-04-11 04:00:00,Soil,Dry,8.06,13.39,41.48,0.47,Under Repair,279.87,13.87,56.84,29.73,53.6,Ongoing,1,Operational
2026-04-11 05:00:00,Asphalt,Slippery,3.08,4.59,18.35,0.86,Closed,98.02,9.56,34.36,1.47,6.2,Recently Completed,0,Operational
2026-04-11 06:00:00,Asphalt,Wet,4.69,24.43,32.82,0.27,Safe,70.32,6.63,31.9,32.58,46.2,None,0,Operational
2026-04-11 07:00:00,Asphalt,Dry,11.21,16.51,10.38,0.46,Safe,115.19,19.88,36.66,35.61,28.6,None,0,Operational
2026-04-11 08:00:00,Gravel,Dry,7.23,21.93,51.37,0.9,Safe,96.86,0.02,54.7,23.72,44.2,Recently Completed,0,Operational
2026-04-11 09:00:00,Asphalt,Dry,6.73,15.94,86.98,1.88,Under Repair,467.61,25.75,56.46,26.58,35.9,None,0,Operational
2026-04-11 10:00:00,Asphalt,Wet,7.47,20.06,77.95,1.86,Safe,251.5,12.51,52.22,24.11,30.4,Recently Completed,0,Operational
2026-04-11 11:00:00,Asphalt,Dry,13.75,10.61,75.13,0.19,Under Repair,51.98,17.08,35.6,36.77,38.1,None,0,Closed
2026-04-11 12:00:00,Asphalt,Dry,10.6,12.34,51.96,1.06,Safe,121.61,13.35,30.7,49.44,33.7,Recently Completed,0,Operational
2026-04-11 13:00:00,Mud,Dry,7.1,14.77,63.79,0.48,Safe,73.48,25.38,35.49,13.69,11.2,None,0,Operational
2026-04-11 14:00:00,Gravel,Dry,4.96,19.22,38.84,1.73,Safe,73.29,13.05,29.07,47.38,31.1,None,0,Severely Damaged
2026-04-11 15:00:00,Gravel,Dry,14.11,17.63,61.15,0.02,Safe,141.22,18.35,38.26,16.44,28.3,Ongoing,0,Operational
2026-04-11 16:00:00,Asphalt,Slippery,10.84,10.52,81.8,1.32,Safe,162.91,29.07,34.54,26.18,24.9,None,0,Operational
2026-04-11 17:00:00,Soil,Slippery,9.47,19.46,26.34,1.68,Safe,125.57,8.91,42.63,27.53,35.5,Ongoing,0,Severely Damaged
2026-04-11 18:00:00,Asphalt,Dry,5.62,24.91,89.56,1.21,Safe,158.34,26.86,38.96,10.51,31.0,None,0,Operational
2026-04-11 19:00:00,Asphalt,Dry,12.02,8.11,55.9,1.63,Safe,140.93,19.57,33.47,10.53,26.3,None,0,Operational
2026-04-11 20:00:00,Asphalt,Wet,10.3,19.67,34.06,1.54,Safe,459.02,24.79,52.22,27.0,46.0,None,0,Operational
2026-04-11 21:00:00,Asphalt,Dry,10.39,12.29,83.79,1.26,Safe,484.12,9.94,51.34,42.09,9.3,Ongoing,0,Severely Damaged
2026-04-11 22:00:00,Gravel,Wet,6.07,3.94,48.35,1.01,Safe,82.29,7.39,56.16,44.14,21.2,Ongoing,0,Operational
2026-04-11 23:00:00,Gravel,Wet,11.1,3.24,30.54,1.97,Safe,133.43,14.96,51.65,20.19,5.7,None,0,Operational
2026-04-12 00:00:00,Soil,Dry,8.91,18.02,40.66,1.69,Safe,467.07,11.59,39.19,5.18,18.6,None,0,Operational
2026-04-12 01:00:00,Asphalt,Dry,10.11,11.23,64.92,2.0,Under Repair,351.28,20.75,40.08,7.59,48.1,Ongoing,0,Operational
2026-04-12 02:00:00,Asphalt,Wet,13.98,7.62,52.46,0.56,Safe,362.59,1.06,44.56,0.81,26.0,None,0,Operational
2026-04-12 03:00:00,Gravel,Dry,14.26,9.65,28.48,0.81,Under Repair,113.53,26.59,25.62,29.64,28.3,None,0,Severely Damaged
2026-04-12 04:00:00,Mud,Wet,4.73,12.45,7.05,0.9,Safe,391.81,6.83,41.46,34.31,53.2,Ongoing,0,Operational
2026-04-12 05:00:00,Asphalt,Dry,7.2,24.53,43.74,0.02,Safe,430.57,4.58,53.92,24.97,23.0,Ongoing,0,Severely Damaged
2026-04-12 06:00:00,Gravel,Wet,10.69,12.05,21.64,1.78,Safe,276.17,4.94,53.07,42.97,53.7,None,1,Operational
2026-04-12 07:00:00,Asphalt,Dry,6.78,16.36,83.55,1.81,Under Repair,49.75,0.15,40.76,25.04,6.9,None,0,Severely Damaged
2026-04-12 08:00:00,Gravel,Slippery,14.2,6.19,15.61,0.92,Safe,185.66,19.9,33.13,23.12,49.7,Ongoing,0,Operational
2026-04-12 09:00:00,Mud,Wet,1.91,6.01,84.05,1.62,Safe,99.93,11.5,29.87,15.97,22.4,Ongoing,0,Operational
2026-04-12 10:00:00,Asphalt,Slippery,3.66,15.59,10.85,1.2,Safe,419.59,21.09,34.63,0.54,52.5,None,0,Closed
2026-04-12 11:00:00,Gravel,Dry,7.81,2.2,73.4,1.19,Under Repair,396.71,20.51,34.89,30.73,27.4,None,0,Operational
2026-04-12 12:00:00,Soil,Dry,14.85,2.46,50.29,1.91,Safe,353.25,16.82,52.76,10.79,42.6,Ongoing,1,Operational
2026-04-12 13:00:00,Gravel,Wet,2.06,17.58,49.93,0.21,Closed,443.16,21.6,45.86,34.35,12.7,None,0,Severely Damaged
2026-04-12 14:00:00,Gravel,Dry,5.09,18.03,34.55,0.45,Safe,164.91,22.48,30.13,20.22,59.3,None,0,Operational
2026-04-12 15:00:00,Soil,Dry,2.55,19.44,85.36,1.36,Safe,488.26,19.42,37.31,12.65,55.4,Recently Completed,0,Severely Damaged
2026-04-12 16:00:00,Soil,Wet,3.26,13.26,40.0,0.89,Safe,170.29,21.5,36.74,7.67,33.7,None,0,Closed
2026-04-12 17:00:00,Asphalt,Wet,8.57,18.22,73.28,1.16,Safe,95.32,16.52,52.23,28.28,51.7,None,0,Closed
2026-04-12 18:00:00,Mud,Wet,6.89,23.08,55.64,1.46,Safe,309.6,22.47,39.72,12.71,34.7,None,0,Severely Damaged
2026-04-12 19:00:00,Asphalt,Dry,1.27,12.61,78.99,0.36,Closed,133.97,15.95,26.17,43.12,51.8,None,0,Operational
2026-04-12 20:00:00,Soil,Wet,13.33,22.89,70.84,0.3,Safe,470.18,0.55,47.8,9.99,13.4,None,0,Operational
2026-04-12 21:00:00,Asphalt,Wet,4.7,15.01,77.52,1.47,Safe,71.01,17.72,28.18,32.23,56.6,Ongoing,1,Severely Damaged
2026-04-12 22:00:00,Asphalt,Wet,7.24,9.68,26.92,0.81,Safe,145.41,1.17,48.82,20.87,49.4,None,0,Operational
2026-04-12 23:00:00,Soil,Dry,14.84,6.73,68.33,1.62,Under Repair,77.81,15.73,26.84,12.72,23.9,None,0,Operational
2026-04-13 00:00:00,Asphalt,Wet,5.25,24.68,6.06,1.71,Closed,248.68,15.76,28.03,41.19,18.0,None,1,Closed
2026-04-13 01:00:00,Gravel,Dry,7.33,14.2,56.01,0.32,Under Repair,473.82,1.78,52.08,3.1,58.5,None,0,Operational
2026-04-13 02:00:00,Soil,Wet,8.02,13.34,39.86,1.01,Safe,396.04,13.01,42.54,8.52,50.5,Ongoing,0,Operational
2026-04-13 03:00:00,Asphalt,Wet,8.38,22.97,76.33,1.7,Under Repair,435.04,7.39,43.49,39.9,12.0,None,0,Severely Damaged
2026-04-13 04:00:00,Asphalt,Wet,14.16,4.39,44.63,1.26,Safe,136.05,28.83,32.09,24.86,20.7,None,0,Closed
2026-04-13 05:00:00,Asphalt,Dry,3.92,3.5,10.87,1.06,Under Repair,428.59,0.75,40.35,42.35,23.7,None,0,Operational
2026-04-13 06:00:00,Asphalt,Wet,2.03,12.26,87.51,1.27,Under Repair,453.1,14.35,45.44,22.84,20.4,Recently Completed,0,Operational
2026-04-13 07:00:00,Soil,Dry,12.38,15.64,60.83,0.54,Safe,56.35,20.49,26.29,31.57,49.4,None,0,Severely Damaged
2026-04-13 08:00:00,Gravel,Dry,13.18,14.72,60.31,1.15,Safe,491.69,17.37,51.59,20.98,43.1,Ongoing,0,Operational
2026-04-13 09:00:00,Gravel,Dry,5.64,11.13,45.92,1.62,Safe,459.83,17.56,26.32,46.72,37.1,None,0,Operational
2026-04-13 10:00:00,Gravel,Dry,8.62,14.9,40.38,1.58,Under Repair,450.97,7.24,45.61,4.03,58.5,None,0,Operational
2026-04-13 11:00:00,Asphalt,Dry,9.89,11.2,39.07,1.68,Under Repair,453.52,17.86,38.29,4.09,17.4,None,1,Operational
2026-04-13 12:00:00,Asphalt,Dry,2.76,4.37,15.95,1.1,Safe,123.9,9.29,45.42,10.61,44.2,None,0,Closed
2026-04-13 13:00:00,Gravel,Dry,1.09,17.17,46.81,1.24,Safe,354.26,16.32,57.06,23.42,33.1,Ongoing,0,Operational
2026-04-13 14:00:00,Gravel,Wet,8.95,10.92,12.01,0.83,Safe,499.24,10.14,35.28,1.61,26.5,None,0,Closed
2026-04-13 15:00:00,Mud,Wet,14.09,16.62,19.06,1.7,Safe,417.63,15.39,35.81,43.79,55.7,Ongoing,0,Operational
2026-04-13 16:00:00,Asphalt,Wet,10.4,20.33,85.41,1.58,Safe,402.96,2.55,54.15,41.03,44.2,Ongoing,0,Closed
2026-04-13 17:00:00,Asphalt,Dry,2.78,7.83,40.1,1.95,Safe,174.03,4.85,59.02,44.52,31.2,None,1,Operational
2026-04-13 18:00:00,Gravel,Dry,10.73,17.41,67.41,0.83,Safe,300.23,18.19,30.62,19.36,12.0,None,0,Operational
2026-04-13 19:00:00,Asphalt,Dry,7.05,10.07,46.03,0.78,Under Repair,164.61,8.77,36.24,38.86,21.7,None,0,Operational
2026-04-13 20:00:00,Soil,Slippery,8.57,17.24,65.33,0.28,Under Repair,44.51,23.63,56.22,32.32,24.1,None,0,Operational
2026-04-13 21:00:00,Gravel,Dry,1.93,11.13,69.4,1.41,Safe,454.93,6.63,33.41,15.91,55.9,None,0,Severely Damaged
2026-04-13 22:00:00,Gravel,Wet,13.69,14.54,74.96,1.31,Under Repair,11.73,18.35,27.93,11.06,31.1,None,0,Closed
2026-04-13 23:00:00,Mud,Wet,14.71,7.54,52.3,1.05,Safe,255.79,15.09,48.92,45.43,46.9,None,0,Operational
2026-04-14 00:00:00,Asphalt,Dry,8.67,6.17,23.69,1.3,Under Repair,344.89,2.96,36.23,3.92,46.5,Recently Completed,0,Operational
2026-04-14 01:00:00,Soil,Wet,1.11,2.67,9.29,1.59,Safe,190.74,25.76,37.2,42.69,22.2,None,0,Operational
2026-04-14 02:00:00,Soil,Dry,5.11,14.51,86.6,0.94,Closed,14.77,26.79,25.61,15.02,26.4,None,0,Operational
2026-04-14 03:00:00,Gravel,Wet,2.03,13.59,21.52,0.58,Safe,103.04,8.05,30.5,45.94,24.3,None,0,Operational
2026-04-14 04:00:00,Gravel,Dry,14.98,10.97,16.23,0.35,Safe,259.35,29.6,58.77,5.32,8.9,None,0,Operational
2026-04-14 05:00:00,Asphalt,Dry,5.37,3.79,79.19,0.7,Closed,128.69,11.75,49.98,46.12,31.7,None,0,Operational
2026-04-14 06:00:00,Asphalt,Dry,12.77,1.58,72.93,1.61,Safe,336.02,16.38,43.35,41.57,55.9,None,0,Operational
2026-04-14 07:00:00,Asphalt,Dry,12.35,12.04,50.08,0.28,Safe,264.0,29.93,48.64,38.26,25.5,None,0,Operational
2026-04-14 08:00:00,Asphalt,Slippery,13.81,1.36,74.97,0.98,Safe,236.08,9.35,38.31,30.13,51.9,Ongoing,0,Operational
2026-04-14 09:00:00,Asphalt,Dry,6.21,2.92,94.2,1.12,Closed,486.49,22.23,33.18,1.91,26.8,None,0,Operational
2026-04-14 10:00:00,Mud,Wet,12.76,23.25,78.78,0.32,Safe,357.7,28.76,27.22,49.11,7.1,None,0,Severely Damaged
2026-04-14 11:00:00,Soil,Slippery,1.27,2.76,9.05,0.65,Safe,290.09,9.82,44.66,11.17,49.7,None,0,Operational
2026-04-14 12:00:00,Mud,Slippery,13.56,18.83,69.86,0.57,Safe,64.03,26.51,34.55,49.52,28.8,None,0,Operational
2026-04-14 13:00:00,Asphalt,Dry,4.38,0.63,30.74,1.07,Safe,361.48,0.22,46.45,42.62,58.1,None,0,Operational
2026-04-14 14:00:00,Asphalt,Dry,7.97,18.98,39.1,0.81,Safe,169.39,22.3,54.56,20.36,57.7,None,0,Operational
2026-04-14 15:00:00,Asphalt,Dry,12.8,20.27,79.57,1.03,Closed,237.99,24.07,42.81,42.02,19.4,Recently Completed,0,Closed
2026-04-14 16:00:00,Mud,Dry,13.44,2.1,45.11,0.6,Safe,285.8,9.21,44.02,2.72,50.8,None,0,Closed
2026-04-14 17:00:00,Asphalt,Dry,1.9,17.77,86.34,0.01,Under Repair,266.39,1.16,51.63,27.64,56.6,None,0,Operational
2026-04-14 18:00:00,Asphalt,Slippery,14.74,6.0,5.9,0.34,Safe,58.3,14.56,25.03,7.02,39.9,Ongoing,0,Operational
2026-04-14 19:00:00,Asphalt,Dry,0.51,10.12,15.2,0.98,Safe,405.09,25.87,57.17,1.28,10.1,None,0,Operational
2026-04-14 20:00:00,Asphalt,Dry,8.61,0.17,22.61,0.07,Safe,116.97,15.26,42.72,3.78,15.7,None,0,Operational
2026-04-14 21:00:00,Asphalt,Dry,2.44,23.03,35.26,0.79,Safe,32.01,20.4,38.57,30.81,39.1,None,0,Operational
2026-04-14 22:00:00,Soil,Wet,12.76,4.62,98.58,1.31,Safe,378.05,6.64,45.02,1.66,26.7,None,0,Operational
2026-04-14 23:00:00,Soil,Slippery,6.26,23.11,32.59,1.49,Safe,390.1,3.34,50.7,11.05,54.4,None,0,Operational
2026-04-15 00:00:00,Gravel,Wet,13.94,13.76,17.92,0.53,Safe,90.58,9.57,33.46,14.05,36.8,None,0,Operational
2026-04-15 01:00:00,Gravel,Slippery,14.53,0.77,47.04,0.04,Safe,255.12,4.7,54.79,47.14,11.3,None,0,Severely Damaged
2026-04-15 02:00:00,Soil,Dry,12.44,11.36,54.64,0.49,Closed,419.0,28.43,59.79,5.15,25.5,None,0,Operational
2026-04-15 03:00:00,Gravel,Dry,12.89,0.79,44.04,0.55,Safe,51.06,11.33,40.97,30.56,55.7,None,0,Operational
2026-04-15 04:00:00,Soil,Wet,10.82,7.98,46.39,0.11,Closed,85.16,21.27,45.21,30.3,56.7,Recently Completed,0,Operational
2026-04-15 05:00:00,Soil,Dry,10.04,24.29,30.31,0.35,Safe,230.37,2.25,58.53,30.24,38.2,Ongoing,0,Operational
2026-04-15 06:00:00,Asphalt,Slippery,9.47,3.49,24.56,0.32,Safe,408.68,29.01,55.38,16.28,39.2,None,0,Operational
2026-04-15 07:00:00,Soil,Dry,3.86,8.52,7.75,0.16,Safe,44.71,18.69,35.38,3.6,50.5,Ongoing,0,Operational
2026-04-15 08:00:00,Asphalt,Dry,6.82,10.34,97.47,1.54,Under Repair,442.59,21.58,44.51,15.29,24.9,None,1,Operational
2026-04-15 09:00:00,Gravel,Dry,2.7,19.53,61.44,1.06,Safe,496.69,25.25,27.56,6.45,33.5,None,0,Operational
2026-04-15 10:00:00,Soil,Dry,13.17,7.28,44.98,1.28,Safe,21.65,10.2,40.99,41.11,49.1,None,0,Operational
2026-04-15 11:00:00,Asphalt,Dry,3.06,22.97,59.06,0.0,Safe,116.01,25.4,49.53,47.05,25.3,None,0,Operational
2026-04-15 12:00:00,Asphalt,Dry,1.55,21.71,30.87,0.32,Safe,49.47,23.89,47.26,21.34,35.6,None,0,Operational
2026-04-15 13:00:00,Asphalt,Dry,12.37,7.18,73.77,0.93,Safe,298.59,3.1,27.86,38.3,42.9,None,0,Severely Damaged
2026-04-15 14:00:00,Asphalt,Dry,8.65,20.35,86.39,0.48,Under Repair,348.65,0.25,43.88,16.34,13.0,None,0,Operational
2026-04-15 15:00:00,Asphalt,Dry,14.49,6.58,30.65,0.18,Safe,23.89,13.94,50.0,19.51,46.9,None,0,Operational
2026-04-15 16:00:00,Mud,Wet,1.59,4.82,21.36,0.6,Under Repair,152.63,4.86,48.65,2.32,27.0,None,0,Operational
2026-04-15 17:00:00,Asphalt,Dry,10.17,16.8,39.48,1.95,Safe,175.21,28.85,54.16,33.35,60.0,None,0,Operational
2026-04-15 18:00:00,Gravel,Dry,10.73,6.1,14.06,0.14,Closed,103.01,5.72,59.22,11.16,57.8,None,0,Operational
2026-04-15 19:00:00,Asphalt,Dry,14.54,4.21,12.17,0.73,Safe,431.79,16.8,49.5,0.42,41.0,None,0,Severely Damaged
